ID;Fecha;Estación;Hora;Ubicación;Provincia;Com_Autónoma;Lat;Long;Inds;Viva;Muerta;nd;Heridas;M_sex;H_sex;nd_sex;Adult;Juv;New;Emb;nd;DW;Algo. Int.;Apareamiento;Embarazo;Posible Emb;Parto;Agreg;Descanso;Estrés;Alimen;Otros;Fuente_tipo;Fuente;Rep;Link;Observaciones;
P_violacea_229;21/06/2020;Verano;nd;La Azohía;Región de Murcia;Región de Murcia;37,5456403;-1,1788656;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1514458152048401/?__cft__[0]=AZUj7mf48WckxZxNTQjn7Y1L5B_kxFzitxLCTFcnZX0tjd9jGJt2_uM28bkWuEAzF3-Jjm04j4NQ3liZccf0Zi_Pma_6dNdZVBJ0kETHDWmqQw89IIdVHb35QzfY0GE2hQV2I_2ii9RBJNIN_c7LBtzsytuUN8AOos7kWi7RE_TJEfSdeRpi-yeq8So74arOyUP1NRXCUsGDAINLlFHq4Lkd&__tn__=%2CO%2CP-R;Muy cerca de la orilla;
P_violacea_254;28/06/2020;Verano;nd;La Mata;Alicante;Comunidad Valenciana;38,0190672;-0,6526513;1;1;0;0;nd;0;0;1;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Prensa;ABC;;https://www.abc.es/espana/comunidad-valenciana/abci-video-raya-sorprende-banistas-playa-torrevieja-202006281655_video.html;;
P_violacea_215;03/07/2020;Verano;nd;Playa Galúa;Región de Murcia;Región de Murcia;37,6622401;-0,7216660;1;1;0;0;Si;0;1;0;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1525215304306019/?__cft__[0]=AZWQvkZ8wsVKaP0MYd4Vd-jh7HtARmavM9BhsoEbVSXm84AQZrFRgTr7f6hjR1Qu8J2lZHwq7Sh5hlMFe60zWnK7IU4bZLAgsTLgsCCp8u17RK9rj_YYWnDL7_CJOWzSo9vjU_fd_6wc_fcbo0TDoN4Vk1PRGFOKQikDlDCEHY7ya9OrdaKzPEifmIdC2NYAZr9GiLV9L3UV7doqPkMidJFg&__tn__=%2CO%2CP-R;;
P_violacea_108;04/07/2020;Verano;nd;Murcia;Región de Murcia;Región de Murcia;37,6454870;-0,6658247;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Vimeo;;https://vimeo.com/435363353;;
P_violacea_239;05/07/2020;Verano;nd;La Azohía;Región de Murcia;Región de Murcia;37,5555224;-1,1842242;2;2;0;0;Si;0;2;0;2;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/CCQDpKZsMM3/;"Parece tener la región dorsal ""hinchada""";
P_violacea_109;06/07/2020;Verano;nd;Cap de L'Horta;Alicante;Comunidad Valenciana;38,3501902;-0,4050335;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;1;0;0;1;0;0;0;1;0;0;Redes Sociales;Vimeo;;https://vimeo.com/435682597;"Tiene la región dorsal como ""hinchada"", creo que está contrayendo el disco como respuesta por estrés";
P_violacea_212;07/07/2020;Verano;nd;Paraje Natural Acantilados de Maro-Cerro Gordo;Granada;Andalucía;36,7392631;-3,7902601;1;1;0;0;No;0;1;0;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1732319336928947/?__cft__[0]=AZV6S-Rz6cx_MVhnystgo8_fvFB9OwuQU_KQE-vfYsegsuXyK7XSlPUPfJqBVaXH_00Pwh6cFP9RjE_cy8s_ZYMjROc8svPC6b3kkL9Z20LpXZbUd52Cnyb9QP_1Y8pKJnIP7CEH3C7dtTk4fFxL0-bJHbfeL9YqpegX7QynqXnAvAbbVJNKuvL547n6SkwmtZGC9iwlaZEbJ4Yhzx3g_gLH&__tn__=%2CO%2CP-R;;
P_violacea_189;08/07/2020;Verano;nd;Foso de las Murallas Reales;Ceuta;Ceuta;35,8882132;-5,3184705;1;1;0;0;nd;0;0;1;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;YouTube;;https://www.youtube.com/watch?v=qj3zzvC2bU8&ab_channel=ElPeri%C3%B3dicodeCeuta-Mediodigital;;
P_violacea_231;08/07/2020;Verano;nd;Playa de las Amoladeras;Almería;Andalucía;36,8073709;-2,2754327;1;1;0;0;No;0;1;0;0;1;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/reel/10220690847479670/?s=group_other&__cft__[0]=AZVLP0QgUCS37Vp7nGGW8weeoR5GRbmdVysGp4UNRAbi3wwe0lxVnl-YNQciH_d8mLNRqzx6ywGb7X1-GwthbmRtu5GCUveJ4m7oRHX3rq2IYan6mPPLdfe1NCfJX5ofchvMYEaF3cWZHGbM1xJmUZR_U6JwAElaGAbsFJ0s7lxzCacxkRy96VVK3jOCj6adkX6QOw5ZwGbkwL2MNTTqrwkQonlKiwIkVrNB5xM_8h8PaA&__tn__=H-R;;
P_violacea_039;10/07/2020;Verano;13:30;Cala la Tía Antonia;Almería;Andalucía;37,3579480;-1,6621350;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Database;GBIF;;https://www.inaturalist.org/observations/52570881;;
P_violacea_209;10/07/2020;Verano;nd;Playa del Portet de Moraira;Alicante;Comunidad Valenciana;38,6866263;0,1473568;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Prensa;Levante-EMV;;https://www.levante-emv.com/videos/la-marina/2020/07/10/raya-pasea-banistas-playa-portet-11104426.html;;
P_violacea_020;11/07/2020;Verano;nd;Cala en Basset;Islas Baleares;Islas Baleares;39,5970000;2,3526000;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;1;0;0;0;0;0;0;0;0;0;Database;Obsdelmar;;https://www.observadoresdelmar.es/Observations/214758;"Tiene la región dorsal como ""hinchada"" lateralmente";
P_violacea_206;11/07/2020;Verano;nd;Motril;Granada;Andalucía;36,7087064;-3,5334046;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1532637770230439/?__cft__[0]=AZVgYUuZZxAvZGMRfIL00oqnvKTuCIT8O6btkozo4hJ3oqMTtptwJv9yWxPe0LS1Sqp6rDF1Y4jskOidB_HqVg5ycjg9T6sHfhuJVDOyP3QqjOLHRQKCn4dL7uOuJYoLj3LP50pVnU4d2eZ2fGtLAq8FseOdufPTjOBS1w0_z1TFS0yBqf2k889hfXnB2Rg_dpLWlCIuihNZNENDA9i6kFa-&__tn__=%2CO%2CP-R;;
P_violacea_207;12/07/2020;Verano;nd;Puerto de Mazarrón;Región de Murcia;Región de Murcia;37,5638618;-1,2558637;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/reel/3642763749311246/?s=group_other&__cft__[0]=AZVqsFCZLFKID0RjmKFdpJlKmsYjaahlN2nqo8n9nvVDLOiD_qsSs4qRlL41T4CjBoSr_5fCVNhM4nPoTrYr16NxHTW7Q7-JVzUHwY3IbelLq7S6KcKtOEox4CNGYHrFL5cZ3kAgevCAwzU7sQTHiWLAip-oHoziQC8SqFBuofzGlVafL3gf_Kfeaz4cRlia90Vwmq3fA-Jibgc0ae-bZsfn&__tn__=H-R;;
P_violacea_205;14/07/2020;Verano;nd;Calpe (Puerto);Alicante;Comunidad Valenciana;38,6369198;0,0683055;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;1;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1534567936704089/?__cft__[0]=AZUSOW-j5eRj2E_VisE6vEdljttV8nvxCePcRz6YWvYEceVTqF5kdovEdbVJWWT9iKu3ZECO26gGzvWVor2GZATxLizOxiqMMvdmka_-fVtVeyJApoCp2ceBgqthnL93UpA38xIt3DkR22fSOfwIv9vZ6Rls5Ry_VA5ygs7C1-vavg&__tn__=%2CO%2CP-R-R;Cola cortada y embarazada;
P_violacea_170;16/07/2020;Verano;7:29;La Herradura;Granada;Andalucía;36,7118803;-3,7417883;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/miguel.vila.3990/videos/10163914757765298/?__tn__=%2CO-R;;
P_violacea_216;18/07/2020;Verano;nd;Isla de Portixol;Alicante;Comunidad Valenciana;38,7550765;0,2317751;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1537591196401763/?__cft__[0]=AZUaSvm-C6jw_9NI669-l5li9ZnafJMAytO8I2q87bvoi53jUhS9W-tAYEUfBjM3Wp2qw4e2VWXkfP3doJB3JvpWb4s3QRg8ed9b_wX8LLzIrEo21OwK99YdSJouXLPmEgFqc9Kn-YK_d5IQ4cvacKQpVEo8sfkyoXkzbhmhrL0tTZrHowv1uSmbbU_J8CP4kbK2D9clijgiU2yvbBWO6ARi&__tn__=%2CO%2CP-R;;
P_violacea_221;18/07/2020;Verano;nd;Islas Columbretes;Castellón;Comunidad Valenciana;39,8848788;0,6775462;1;1;0;0;Si;0;1;0;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/francisco.lopezcampos.5492/videos/890436638118846/?__cft__[0]=AZW6VVt2xLiBJut6EKWzjR28G397w3zWKjYQn0jf-xJpW6KW-2NH9_LCtLOXq749-eOAK0BZHE_tYH14kTferTdi_jVqXqOpfjpsijLsYlWPi0guMF_Ivd4akiAk_KBdCuK8tethGih_150nnolnMIdCXadsdtMhw3BSjOZsgMI6t76bWUVU9ffCLASl3pGJEJHuCBbLfObR9TAjOXIRbhmYUxQOAE_V9WCikC_MR-1bMpEUbhqc7SgXNcxq_3e3wqQ&__tn__=%2CO%2CP-y-R;;
P_violacea_224;18/07/2020;Verano;nd;La Herradura;Granada;Andalucía;36,7251124;-3,7560285;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1539328939561322/?__cft__[0]=AZXLJulGlhUhefCKXnq3iFWdDPs4KDGQu0dIgvSVErubVPBX1Ikl-KPqEpyQNygNPo6zxwHhC3VC7FPjm6_5RC3uY4PjKdcEpSwqxvnF-rcGxZpd0tMF9w4YxaJfdg_u-0mDKZgLe3lrTBD5up_R8dGMRTBEDg6yaHCYIMRrRZdPXK6WMMPymDrfRACkxORDkocHKASGIddlGwsmnUo13nb0&__tn__=%2CO%2CP-R;;
P_violacea_247;18/07/2020;Verano;nd;Cartagena;Región de Murcia;Región de Murcia;37,5767378;-0,9876856;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/CCxuqrjCfVx/;"Parece tener la región dorsal ""hinchada""";
P_violacea_214;19/07/2020;Verano;nd;Calpe Arcos;Alicante;Comunidad Valenciana;38,6366296;0,0781720;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1549812068513009/?__cft__[0]=AZWys8slyi2JC0lxIouL6yWq5suocMO104O5DVXrNGa3U3QpAKjR_7YlOHL91CpLkCNpUS2c4n3NygFq53zzqRcVvYP0FJrjDP7pge-uONA0DjsHMrPzWbtlFO1f2KFcRFFSblGOHaC_0xIu7-nGS7ykUGw6_zyaEAL_lK2JINs_q-bHL8VojK5KtBapcrPoZDHXEaRXpNNibc7cut_caVrq&__tn__=%2CO%2CP-R;Parece que está embarazada!;
P_violacea_259;19/07/2020;Verano;nd;Morro del Gos, Oropesa;Castellón;Comunidad Valenciana;40,0914444;0,1471478;1;1;0;0;Si;0;0;1;1;0;0;0;0;nd;1;0;0;0;0;0;0;0;0;1;Prensa;El Periódico Mediterráneo ;;https://www.elperiodicomediterraneo.com/castello/2016/07/20/oceanografic-acoge-raya-herida-orpesa-41667297.html;Anzuelo en hendiduras branquiales. Coords aproximadas;
P_violacea_210;20/07/2020;Verano;nd;Jávea;Alicante;Comunidad Valenciana;38,7929671;0,1888379;3;3;0;0;nd;0;0;3;0;0;0;0;3;nd;1;0;0;0;0;0;0;0;0;1;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1539342796226603/?__cft__[0]=AZWhhSxnvyPDwuHqjnPj0MkAAEh-to7VB5dTudIcADyu3RTNX_qQjh7Q17vbsSco-jPn3C5yTh_T-TNvbPVf47TcP5ptieBQf8eRTb7m116GVBi1MT9Un3_m8ei-lxWhUFWA4la13hulJE_edRop-dJ3KhV-QiZdSEhCvCOGShiQmHzxzvsZwAdwI3szzsE96d0S56m59nd7xu_9XIL9J-JQ&__tn__=%2CO%2CP-R;Una lleva un anzuelo;
P_violacea_213;20/07/2020;Verano;nd;Illa Grossa Columbretes;Castellón;Comunidad Valenciana;39,8999331;0,6832474;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1539501549544061/?__cft__[0]=AZURvSsjSGlNUZ7kDCsV6jJCXL6YOvxZdktLm_pc5CaEXwWsSWnQH2WmgyosYBvkkSfRPWdXoOqiywDMQL9IPjyK2jx9OgygyfYaf-zHwcsODG9pGh30k8sE5zZe6csjSZr0h68ZS3czl5pQPFBE1gms3w_lQeYu6-iuh5jv63FEqIwa1VX27MX5wjegHo-4MP8qL4rB8hWuUplGlQbU2zhR&__tn__=%2CO%2CP-R;;
P_violacea_219;20/07/2020;Verano;14:30;La Mina, El Albir;Alicante;Comunidad Valenciana;38,5632201;-0,0444068;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1538804902947059/?__cft__[0]=AZUMpyIe5QfbZ3dXDIfR_6nduHoA_8LPH-GcVveDvialhukBvlZpMndhq_TIyKBfD5qtpTfq49MGWjhspnvsqxIaREtoqFfk-1LmjQA1L0Uwk3P_h26f9qK8Fz2qwled1b6JndgVDp_jOVod9rXe-gniuEbVdUsqXAE54s4lrvl6O13dq9StBV8pVSMCKmqAELCUhjLqadzft8D9GphiN_vv&__tn__=%2CO%2CP-R;;
P_violacea_036;23/07/2020;Verano;11:26;La Almadraba de Monteleva;Almería;Andalucía;36,7237610;-2,1940250;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Database;GBIF;;https://www.inaturalist.org/observations/92599368;;
P_violacea_149;23/07/2020;Verano;nd;;Región de Murcia;Región de Murcia;37,4801175;-1,4234415;1;1;0;0;nd;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Database;Obsdelmar;;https://www.observadoresdelmar.es/Observations/1800488;Parece que está embarazada!;
P_violacea_220;23/07/2020;Verano;nd;Playa ensenada del esparto;Región de Murcia;Región de Murcia;37,7550462;-0,7418039;2;2;0;0;nd;0;0;2;0;0;0;0;2;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/ivan.ramongomezdemercado/videos/3341700455873232/?__cft__[0]=AZVTxAV3hkass-2Thi5-ZNgfUd18MTqJMjqeM9EjT5pSlfejNWhsZ6Aoi4REmFTkG3tkJkYZr0X0u3PqJNK-VPsc38hendgw7A5KaJCG3mkzXHJ_m95Ii8m9bHIgjPzi2O8B79_vVi0cJ9V-2UszXm_hzNPPKRG4lQ9sebmGZefKnOFGQUAjIkkilNbgK0Vh5ZCklTfvE7NBrCSCKoO7o3jEFJ_kLo5BlZIVoFRKwQ-3Vw&__tn__=%2CO%2CP-y-R;;
P_violacea_233;23/07/2020;Verano;nd;Alfas del Pi serra gelada;Alicante;Comunidad Valenciana;38,5484659;-0,0612668;4;4;0;0;No;0;4;0;4;0;0;0;0;nd;1;0;0;0;0;1;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1541656865995196/?__cft__[0]=AZUK9I3zQiSPBqDbZVehALOxYBbyaxkoA4lvuCJLube5cr2g1btHHvZ2xGlRurTdQz7r-9dM7ogWAuR9A--3f5Qnf99Yws3sS4Kz6QHeaxMqEICXLBKBrtC5me-I5uOPgozbH-S_1_p5YYJEmxVJ1keXSx5jd6i3ZawvYNigGgmUzg&__tn__=%2CO%2CP-R;Varias hembras por la misma zona;
P_violacea_017;25/07/2020;Verano;13:39;Ensenada de los Berengueles;Granada;Andalucía;36,7212600;-3,7274400;1;1;0;0;No;0;1;0;0;0;0;0;1;nd;1;0;0;1;0;0;0;0;0;0;Database;GBIF;;https://www.inaturalist.org/observations/143898564;"Parece tener la región dorsal laterlamente ""hinchada""";
P_violacea_169;25/07/2020;Verano;nd;La Mata;Alicante;Comunidad Valenciana;38,0159317;-0,6520382;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/proyectomastral/videos/624049464755264/?__tn__=%2CO;;
P_violacea_232;25/07/2020;Verano;nd;Cala del Racó, Calpe;Alicante;Comunidad Valenciana;38,6339859;0,0694430;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1546188052208744/?__cft__[0]=AZUOlXifX7hLi1fKDuIdUYOwwqWhXaP03cq5GSboHjTxd5wovPejoV5XA5viXxV8J5pNfkwWDUs5BJuQ9kXj3AeTtYL4EAXjRJxANrX_w3DeL0cV17pTHke_RUwJMc_6bVNcWKWnACwImNYuY4ysZHYISxtxlmxPnte7rYUX3LkDU6zhqXs1FD5cpNIzMAeXBPl-0uFrciJSRUFEqw5sDaBb&__tn__=%2CO%2CP-R;;
P_violacea_234;25/07/2020;Verano;nd;Cabo de Palos;Región de Murcia;Región de Murcia;37,6360656;-0,6884841;1;1;0;0;No;0;0;1;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1546126635548219/?__cft__[0]=AZVDVnD6w5_0K0Dd0O0KIldx-7bCmYJcAfMdI2tdl7gIOu5J-AXdJEniYrvXrJPmCTuO71KW4dbbpfOBXuRoaewcdMjOrGsa7Nl-1HIVibF8tDUWy73CgSlOEeZuHTr2YU2lQ-NInyEI81qAQkDYih5Lo-NkRsYqjYdzwmdDiAB7aw&__tn__=%2CO%2CP-R;;
P_violacea_217;26/07/2020;Verano;nd;Benidorm puerto;Alicante;Comunidad Valenciana;38,5350645;-0,1342760;1;1;0;0;No;0;1;0;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/reel/3918443631563336/?s=group_other&__cft__[0]=AZUfgcC7y7JY7WRj18_GBztOwyjaUqTkjKjNvzfSFmNVfNyrqu7ohINpbcpDAFnkEQ55Paw9IIJ3GFWWShtOduoFGb9aB5-OxW_JuLm-DKinR-Py74nzkqXW-1rOEek3etsaw6PEgqdshMG7jd5_EbNA7mZY9h8pSf6ut8RbZxFyZWLA7pJ_5O9Y0DOAy8jDnK4RsGN5ozW3CWMnE6rV_Ngs&__tn__=H-R;;
P_violacea_218;26/07/2020;Verano;nd;Isla de Benidorm;Alicante;Comunidad Valenciana;38,5035393;-0,1328374;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1544433992384150/?__cft__[0]=AZX5rELQ5tNwC_ca8jbNqoSXLD2sTXetTQbIKpfN0CiEnHNR97ucj095YPqGp8jWLvkYl6vj8CnpdOkSzdscQEBAJQzNQLvt5KDCc4iVR8wH5Q1KJ2EcUlgeIKSUT5vO5jJjLzCxL0WgGU98GBeT26MhhQzPLGWp4i0RPy658HZNEW4g8ygnocJunN5R4dE3wtI&__tn__=%2CO%2CP-R;;
P_violacea_245;26/07/2020;Verano;nd;Les Rotes, Dénia;Alicante;Comunidad Valenciana;38,8345240;0,1340610;1;1;0;0;No;0;0;1;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/CDG-PXABP8f/;;
P_violacea_110;27/07/2020;Verano;nd;Cartagena;Región de Murcia;Región de Murcia;37,5803064;-0,9763539;1;1;0;0;Si;0;1;0;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/CDH1NRoo9on/;;
P_violacea_111;27/07/2020;Verano;nd;Cabo de Gata;Almería;Andalucía;36,7375283;-2,2079333;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;1;0;0;0;0;0;1;1;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/CDKTWXtCv7z/;Manipulada y sobre fondo de arena (posiblemente muy estresada);
P_violacea_128;28/07/2020;Verano;nd;Oropesa;Castellón;Comunidad Valenciana;40,0838107;0,1493900;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/CDM2zS0IcXE/;;
P_violacea_112;01/08/2020;Verano;nd;;Málaga;Andalucía;36,5024540;-4,8686368;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;YouTube;;https://www.youtube.com/watch?v=5X8kA6uihho&ab_channel=Fot%C3%B3grafo;No se conoce la ubicación, pero pinta a ser Marbella (coords aproximadas) por datos del usuario que ha subido el video;
P_violacea_114;01/08/2020;Verano;nd;Granada;Granada;Andalucía;36,7194458;-3,7034609;1;0;0;1;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Vimeo;;https://vimeo.com/527535538;Coords aproximadas;
P_violacea_235;10/08/2020;Verano;nd;Los Rubios;Málaga;Andalucía;36,7117337;-4,2365545;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1556998644461018/?__cft__[0]=AZVPjaSvidgweS92lO5ZxDoo1iyN5gOxdBIUUha9P9WWYOQizDjfJhS43sSPXD9L5toLa4UFxHZksxEQbyOIFYbTd4BYm2y6rFZUQfqmVDZ2b51-B5uDYzU5LZOm9CHZo6mydCRPuoy2InBcoEb-cY2mCGojLAd6-J0oLv0WQZ5efIyvK1RZ2wpLtWQiLx74xjc-a75GfKLjFnLhY2Cvt-_w&__tn__=%2CO%2CP-R;;
P_violacea_223;19/08/2020;Verano;nd;Bajo de las Losas;Región de Murcia;Región de Murcia;37,5797673;-0,9774500;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1610730565754492/?__cft__[0]=AZWWdmaMMhS4G0dBYrigpSqERP7G7Lc252mPzMtMXRj70VTu7SdJsXmxQ0AU_G5BnAmOymXtb1gImeTHgQ5h6L0IoJ-FQsL8-omnsSk7eHz4hWBxK9FEkenMBRrFPONYvyn2zbcTZwFHa5GSS6J0C9UpdOfJ9za3nqtYV52ZwJIGTct9wFYF_3-lpPPMqBXHjOUlikbt8zGv_ZT2cimVXufO&__tn__=%2CO%2CP-R;;
P_violacea_246;22/08/2020;Verano;nd;Cartagena;Región de Murcia;Región de Murcia;37,5767378;-0,9876856;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;1;0;1;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/CELjZ_KiQqe/;Embarazada;
P_violacea_125;24/08/2020;Verano;nd;Mallorca;Islas Baleares;Islas Baleares;;;1;1;0;0;Si;1;0;0;0;1;0;0;0;nd;1;0;0;0;0;0;0;0;0;1;Redes Sociales;Instagram;;https://www.instagram.com/p/CEROSrLj40_/;"No tiene coords (imposible y habría que preguntar o ""aproximar""…). Pero llevaba un anzuelo de palangre con algas y plásticos, es un ejemplar pequeñito";
P_violacea_208;11/09/2020;Verano;nd;Santa Pola playa;Alicante;Comunidad Valenciana;38,1942796;-0,5177020;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1585162668311282/?__cft__[0]=AZX41NVgo0sLBywXe3z-4adNH3NgII9TzpIHuVcO6OhufOfvnZQq_lug9ytDgA9dr-Fm_mMxpfAME-VCOgL3mMZXEm0p7zJljAkn_v6cdh_2rIVARFxLeqSElpbAG1d960kqER7lXwHpV-rmDmt573Y6oeP4F7kpr0dQQE-ZnpB1kAwRubEH5l1EkK5IS_xkDP3HV3ISV45IOa6afDHvPlB_&__tn__=%2CO%2CP-R;;
P_violacea_165;14/09/2020;Verano;nd;Cap de Creus;Girona;Cataluña;42,3230350;3,4857954;1;0;1;0;Si;0;0;1;1;0;0;0;0;nd;1;0;0;0;0;0;0;0;0;1;Database;Obsdelmar;;https://www.observadoresdelmar.es/Observations/1800051;Capturada;
P_violacea_240;30/09/2020;Verano;nd;La Azohía;Región de Murcia;Región de Murcia;37,5471079;-1,1809222;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/CFv6vG0CnkJ/;"Parece tener la región dorsal ""hinchada""";
P_violacea_115;26/12/2020;Invierno;nd;Cap de Creus;Girona;Cataluña;42,2990711;3,2957467;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/CJQmId0hgzd/;;
P_violacea_016;12/06/2021;Verano;17:18;Portocolom;Islas Baleares;Islas Baleares;39,4171193;3,2616092;1;1;0;0;No;0;0;1;0;0;0;0;1;nd;1;0;0;0;0;0;1;0;0;0;Database;GBIF;;https://www.inaturalist.org/observations/164288148;Descansando sobre fondo arenoso;
P_violacea_015;16/06/2021;Verano;16:55;Portocolom;Islas Baleares;Islas Baleares;39,4171193;3,2616092;1;0;1;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Database;GBIF;;https://www.inaturalist.org/observations/164288211;Posiblemente se trata de la misma que el registro posterior;
P_violacea_113;25/06/2021;Verano;nd;Grau de Castelló;Castellón;Comunidad Valenciana;39,9908801;0,0283451;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/AreaSeguridadCS/status/1408383594041688064;Varada en playa y reintroducida;
